date,volume,open,close,high,low,adjclose,T10Y2Y
8/20/2012,78255700,141.9799957,142.1900024,142.2200012,141.5899963,124.1251831,1.68
8/17/2012,90813700,142.2299957,142.1799927,142.3000031,141.8600006,124.1164246,1.58
8/16/2012,112014200,141.1499939,141.9900055,142.1600037,140.8000031,123.9506073,1.62
8/15/2012,71085900,140.6399994,140.9499969,141.1900024,140.5500031,123.0427246,1.66
8/14/2012,102379400,141.2899933,140.7899933,141.3800049,140.3699951,122.9030609,1.67
8/13/2012,79426900,140.6000061,140.7700043,140.8399963,140.0399933,122.885582,1.72
8/10/2012,99792700,140.0399933,140.8399963,140.8899994,139.8099976,122.9466858,1.79
8/9/2012,90291700,140.2899933,140.6100006,140.8899994,140.1499939,122.7459106,1.85
8/8/2012,89754700,139.8500061,140.4900055,140.6499939,139.8099976,122.6411896,1.77
8/7/2012,109545100,140.1799927,140.3200073,140.9199982,140.0299988,122.4927444,1.78
8/6/2012,86326200,139.7200012,139.6199951,140.1699982,139.5599976,121.8816986,1.83
8/3/2012,157825000,138.5599976,139.3500061,139.6399994,136.6799927,121.6460037,1.77
8/2/2012,199556600,136.5500031,136.6399994,137.5700073,135.5800018,119.2803116,1.8
8/1/2012,138293800,138.6999969,137.5899963,138.7299957,137.3999939,120.1095734,1.84
7/31/2012,120575900,138.4900055,137.7100067,138.8699951,137.7100067,120.2143478,1.83
7/30/2012,106782000,138.5200043,138.6799927,139.3399963,138.2700043,121.0611191,1.73
7/27/2012,236768900,136.8899994,138.6799927,139.0700073,136.1399994,121.0611191,1.71
7/26/2012,156526500,135.8899994,136.1699982,136.4600067,135.2599945,118.870018,1.69
7/24/2012,173301200,135.1900024,133.9299927,135.25,133.0299988,116.9145889,1.63
7/23/2012,145210900,134.4700012,135.0899963,136.3800049,133.8399963,117.9272003,1.68
7/20/2012,142904500,136.9499969,136.4700012,137.1600037,136.3200073,119.1319046,1.7
7/19/2012,129847300,137.6499939,137.7299957,138.1799927,137.2100067,120.2318115,1.72
7/18/2012,113349700,136.0399933,137.3699951,137.6399994,135.9600067,119.9175262,1.69
7/17/2012,138860300,135.9700012,136.3600006,136.6399994,134.5500031,119.0358353,1.75
7/16/2012,97525200,135.4400024,135.4299927,135.8300018,134.8999939,118.2240143,1.8
7/13/2012,129642600,133.8600006,135.75,135.8899994,133.8399963,118.5033951,1.8
7/11/2012,141733400,134.2100067,134.1600037,134.6000061,133.3800049,117.1153793,1.8
7/10/2012,167884800,136.0099945,134.1399994,136.2299957,133.6799927,117.0979385,1.76
7/9/2012,103780500,135.3800049,135.3200073,135.5700073,134.6999969,118.128006,1.85
7/6/2012,151192100,135.4700012,135.4900055,135.7700043,134.8500061,118.276413,1.79
7/5/2012,126177500,136.8999939,136.7899933,137.8000031,136.2899933,119.4112396,1.84
7/3/2012,80450000,136.4799957,137.4100037,137.5099945,136.3399963,119.9524841,1.85
7/2/2012,129524500,136.4799957,136.5099945,136.6499939,135.5200043,119.1667786,1.8
6/29/2012,212250900,135.1999969,136.1000061,136.2700043,134.8500061,118.8088837,1.78
6/28/2012,169242100,132.2899933,132.7899933,132.9900055,131.2799988,115.9193802,1.92
6/27/2012,108088000,132.4199982,133.1699982,133.4299927,131.9700012,116.2511368,2.06
6/26/2012,141634000,131.6999969,131.9799957,132.3800049,130.9299927,115.212326,2.11
6/25/2012,146375700,132.0500031,131.3200073,132.1000061,130.8500061,114.6361923,1.95
6/22/2012,130029200,133.1300049,133.4600067,133.7100067,132.6199951,116.5043259,1.88
6/21/2012,205272200,135.6399994,132.4400024,135.7799988,132.3300018,115.6138992,1.95
6/20/2012,206451800,135.7100067,135.4799957,136.1000061,134.2700043,118.2676468,1.93
6/19/2012,137382600,135.0800018,135.6999969,136.25,134.3699951,118.4596939,1.92
6/18/2012,131360900,133.5800018,134.3999939,134.7299957,133.2799988,117.3248978,1.9
6/15/2012,169444500,133.3800049,134.1399994,134.2599945,133.1000061,117.0979385,1.91
6/14/2012,230615500,132.3399963,133.4700012,134,131.9799957,115.9124603,1.9
6/13/2012,172223900,132.5299988,132.0700073,133.3600006,131.6199951,114.6966324,1.98
6/12/2012,181931800,131.7899933,132.9199982,133.0099945,131.1600037,115.4347916,1.9
6/11/2012,169756100,134.1699982,131.4100037,134.25,131.2799988,114.1234512,1.95
6/8/2012,143915400,131.7100067,133.1000061,133.1300049,131.2899933,115.5911407,1.86
6/6/2012,184202800,129.9700012,131.9700012,132.0299988,129.9299927,114.6097412,1.8
6/5/2012,164149400,127.8499985,129.0700073,129.2599945,127.7799988,112.0912399,1.72
6/4/2012,202545800,128.3899994,128.1000061,128.7400055,127.1399994,111.2488327,1.67
6/1/2012,253240900,129.4100037,128.1600037,131.5,128.1600037,111.3009567,1.56
5/31/2012,196186000,131.7100067,131.4700012,132.4499969,130.3399963,114.1755295,1.56
5/30/2012,162370400,132.5599976,131.7599945,133.6900024,131.4900055,114.4273758,1.67
5/29/2012,152883500,133.1600037,133.6999969,133.9299927,131.1699982,116.1121826,1.72
5/25/2012,135465600,132.4799957,132.1000061,132.8500061,131.7799988,114.7226639,1.76
5/24/2012,167357600,132.6300049,132.5299988,132.8399963,131.4199982,115.0960846,1.75
5/23/2012,204958400,131.25,132.2700043,132.4600067,129.9900055,114.8702698,1.66
5/22/2012,197531200,132.3099976,132.1999969,133.2299957,131.3399963,114.8094711,1.61
5/21/2012,177861100,130.1600037,131.9700012,132.0200043,129.9499969,114.6097412,1.52
5/18/2012,319615900,131.3699951,129.7400055,131.6000061,129.5500031,112.6730957,1.67
5/17/2012,247992900,132.8600006,130.8600006,133.0200043,130.7899933,113.6457825,1.77
5/16/2012,207265500,133.9400024,132.8300018,134.5500031,132.8000031,115.356636,1.81
5/15/2012,207629300,134.0200043,133.3399963,134.8099976,133.1300049,115.79953,1.9
5/14/2012,163910000,134.3099976,134.1100006,135.6100006,133.9100037,116.4682465,1.88
5/11/2012,153032400,135.1699982,135.6100006,136.8699951,135.1100006,117.7709351,1.84
5/10/2012,150600000,136.6799927,136.0200043,136.8500061,135.7100067,118.1270065,1.79
5/9/2012,220752500,135.1000061,135.7400055,136.6100006,134.4900055,117.8838196,1.73
5/8/2012,213377700,136.2799988,136.5500031,136.7700043,134.9199982,118.5872803,1.76
5/7/2012,127765900,136.5099945,137.1000061,137.5599976,136.4600067,119.0649109,1.81
5/4/2012,193927300,138.5200043,137,139.3000031,136.9199982,118.9780884,1.84
5/3/2012,143759700,140.3399963,139.25,140.4499969,138.9900055,120.932106,1.77
5/1/2012,138832200,139.7899933,140.7400055,141.6600037,139.6300049,122.2260818,1.82
4/30/2012,115092200,140.1100006,139.8699951,140.2100067,139.4900055,121.4705429,1.96
4/27/2012,130725000,140.5800018,140.3899994,140.7899933,139.8000031,121.9221268,2.03
4/26/2012,136291600,138.8899994,140.1600037,140.3200073,138.8099976,121.7223892,1.99
4/25/2012,150252200,138.6499939,139.1900024,139.25,138.5299988,120.8799515,2.08
4/24/2012,137484200,136.9100037,137.3099976,137.6600037,136.8000031,119.2472916,1.99
4/23/2012,171844900,136.5399933,136.7899933,136.9100037,135.9400024,118.7956696,2.01
4/20/2012,143199600,138.3300018,137.9499969,138.8300018,137.8699951,119.8031235,2.06
4/19/2012,198666700,138.6300049,137.7200012,139.1499939,137.0700073,119.6033401,1.93
4/18/2012,123884200,138.4600067,138.6100006,139.0800018,138.3800049,120.3762665,1.88
4/17/2012,147877600,137.8399963,139.0800018,139.3600006,137.6999969,120.7844696,1.87
4/16/2012,147825300,137.8399963,137.0500031,138.0399933,136.5800018,119.0214996,1.88
4/13/2012,169246700,138.4700012,137.1399994,138.8200073,137.0099945,119.099678,1.98
4/12/2012,154321500,137.1300049,138.7899933,138.8999939,137.0299988,120.5326157,2.03
4/11/2012,154133000,137.2899933,137,137.5399933,136.75,118.9780884,2.1
4/10/2012,235360300,137.9499969,135.8999939,138.3399963,135.7599945,118.0227661,2.04
4/9/2012,127555900,138.0299988,138.2200012,139.8399963,137.8399963,120.0375748,2.15
4/5/2012,137439400,139.3800049,139.7899933,140.1999969,139.2599945,121.4010696,1.98
4/4/2012,146896000,140.2200012,139.8600006,140.3399963,139.3399963,121.4618301,2.01
4/3/2012,155806700,141.6399994,141.2599945,141.8800049,140.4299927,122.6776962,2.13
4/2/2012,151741100,140.6399994,141.8399963,142.2100067,140.3600006,123.1813736,2.3
3/30/2012,135486800,140.9199982,140.8099976,141.0500031,140.0500031,122.2868652,2.2
3/29/2012,164963700,139.6399994,140.2299957,140.4900055,139.0899963,121.7831879,2.31
3/28/2012,148562100,141.1000061,140.4700012,141.3200073,139.6399994,121.9916382,2.33
3/27/2012,119868500,141.7400055,141.1699982,141.8300018,141.0800018,122.5995178,2.39
3/26/2012,120164000,140.6499939,141.6100006,141.6100006,140.6000061,122.9816208,2.46
3/23/2012,120521000,139.3200073,139.6499939,139.8099976,138.5500031,121.2794876,2.56
3/22/2012,135216700,139.1799927,139.1999969,139.5500031,138.7400055,120.8886795,2.57
3/21/2012,122388400,140.5200043,140.2100067,140.6499939,139.9199982,121.7657928,2.58
3/20/2012,121729700,140.0500031,140.4400024,140.6100006,139.6399994,121.9655685,2.61
3/19/2012,125291100,140.2100067,140.8500061,141.2799988,140.1100006,122.3216553,2.59
3/16/2012,152893500,140.3600006,140.3000031,140.4799957,140,121.8439713,2.63
3/15/2012,165118500,140.1199951,140.7200012,140.7799988,139.7599945,121.6754761,2.56
3/14/2012,145163600,140.1000061,139.9100037,140.4499969,139.4799957,120.9751205,2.52
3/13/2012,184090500,138.3200073,140.0599976,140.1300049,138.0899963,121.1047897,2.57
3/12/2012,104003500,137.5500031,137.5800018,137.7599945,137.0899963,118.9604492,2.57
3/9/2012,122836800,137.3000031,137.5700073,137.9299927,137.1300049,118.9518433,2.6
3/8/2012,116968900,136.5200043,137.0399933,137.3200073,136.2400055,118.493515,2.55
3/7/2012,143692200,135.0599976,135.6900024,135.9100037,134.9299927,117.3262482,2.55
3/6/2012,202129900,135.3500061,134.75,135.4299927,134.3600006,116.5134735,2.57
3/5/2012,140765000,137.1000061,136.75,137.1999969,136.2799988,118.2427673,2.63
3/2/2012,120638300,137.6399994,137.3099976,137.8200073,137,118.7269897,2.68
3/1/2012,145023500,137.3099976,137.7299957,137.9900055,136.9299927,119.0901566,2.69
2/29/2012,185934700,137.7599945,137.0200043,138.1900024,136.5399933,118.4762421,2.72
2/27/2012,145728900,136.0200043,137.1600037,137.5299988,135.8000031,118.59729,2.72
2/24/2012,105539100,136.9299927,136.9299927,137.1999969,136.6300049,118.3984222,2.73
2/23/2012,137704300,135.9600067,136.6300049,136.7299957,135.5,118.1390152,2.67
2/22/2012,124455300,136.2599945,136.0299988,136.5500031,135.7899933,117.6202087,2.57
2/21/2012,134042300,136.7299957,136.4700012,137.0500031,136.0500031,118.0006638,2.54
2/17/2012,129869400,136.5200043,136.4100037,136.6300049,135.9600067,117.9487762,2.53
2/16/2012,186567800,134.5700073,136.0500031,136.1699982,134.3300018,117.6375198,2.58
2/15/2012,195195100,135.6300049,134.5599976,135.8300018,134.2899933,116.3491592,2.62
2/14/2012,165329500,135,135.1900024,135.2700043,134.25,116.893898,2.59
2/13/2012,115841900,135.3200073,135.3600006,135.5200043,134.7400055,117.0409012,2.59
2/10/2012,167907500,134.1600037,134.3600006,134.4700012,133.8399963,116.1762314,2.56
2/9/2012,148602900,135.4100037,135.3600006,135.5899963,134.5599976,117.0409012,2.55
2/8/2012,139361400,134.8600006,135.1900024,135.2200012,134.3099976,116.893898,2.6
2/7/2012,135528100,134.1699982,134.7899933,135.0200043,133.6399994,116.5480423,2.66
2/6/2012,107694500,133.9799957,134.4499969,134.5099945,133.8300018,116.2540512,2.6
2/3/2012,160598500,134,134.5399933,134.6199951,133.7700043,116.3318634,2.58
2/2/2012,113090400,132.7299957,132.6799927,133.0200043,132.2100067,114.7235794,2.58
2/1/2012,166234500,132.2899933,132.4700012,133.1399994,132.1300049,114.5420151,2.59
1/31/2012,157212000,132.0200043,131.3200073,132.1799927,130.6799927,113.5476608,2.62
1/30/2012,147311800,130.5099945,131.3699951,131.4400024,130.0599976,113.5908813,2.58
1/27/2012,135259100,131.2400055,131.8200073,132.0500031,131.1499939,113.980011,2.57
1/26/2012,184880500,133.1499939,131.8800049,133.3999939,131.3600006,114.0318832,2.59
1/25/2012,198613200,131.2599945,132.5599976,132.8699951,130.75,114.6198273,2.52
1/24/2012,103083300,130.8000031,131.4600067,131.5,130.6000061,113.6687088,2.6
1/20/2012,138230200,131.2400055,131.9499969,131.9499969,130.9199982,114.0924072,2.59
1/19/2012,126328900,131.2200012,131.4600067,131.5700073,130.8000031,113.6687088,2.59
1/18/2012,163395200,129.3099976,130.7700043,130.8399963,129.0800018,113.0720978,2.59
1/17/2012,132209200,130.0800018,129.3399963,130.3200073,128.8999939,111.8356323,2.56
1/13/2012,179836200,128.6399994,128.8399963,129.0500031,127.7200012,111.4032745,2.58
1/12/2012,118983700,129.5700073,129.5099945,129.6999969,128.5399933,111.9825897,2.6
1/11/2012,111540700,128.7299957,129.1999969,129.3699951,128.5200043,111.7145538,2.62
1/10/2012,115282000,129.3899994,129.1300049,129.6499939,128.9499969,111.6540451,2.6
1/9/2012,99530200,128,128.0200043,128.1799927,127.4100037,110.6942596,2.57
1/6/2012,148050000,128.1999969,127.7099991,128.2200012,127.2900009,110.4262085,2.61
1/5/2012,173895000,127.0100021,128.0399933,128.2299957,126.4300003,110.7115479,2.61
1/4/2012,127186500,127.1999969,127.6999969,127.8099976,126.7099991,110.4175568,2.65
1/3/2012,193697900,127.7600021,127.5,128.3800049,127.4300003,110.2446289,2.63
12/30/2011,95599000,126.0199966,125.5,126.3300018,125.5,108.5153275,2.64
12/29/2011,123507200,125.2399979,126.1200027,126.25,124.8600006,109.0513916,2.6
12/28/2011,119107100,126.5100021,124.8300018,126.5299988,124.7300034,107.9359894,2.62
12/27/2011,86075700,126.1699982,126.4899979,126.8199997,126.0599976,109.3713226,2.6
12/23/2011,92187200,125.6699982,126.3899994,126.4300003,125.4100037,109.2848434,2.65
12/22/2011,119465400,124.6299973,125.2699966,125.4000015,124.2300034,108.3164291,2.67
12/21/2011,194230900,123.9300003,124.1699982,124.3600006,122.75,107.3653107,2.7
12/20/2011,225418100,122.1800003,123.9300003,124.1399994,120.3700027,107.1577911,2.71
12/19/2011,183903000,122.0599976,120.2900009,122.3199997,120.0299988,104.0104218,2.72
12/16/2011,220481400,122.2300034,121.5899963,122.9499969,121.3000031,105.1344757,2.74
12/15/2011,199109200,123.0299988,122.1800003,123.1999969,121.9899979,104.9788361,2.69
12/14/2011,238618800,122.5599976,121.7399979,123.0299988,121.4700012,104.6007843,2.72
12/12/2011,215826100,124.9499969,124.2099991,124.9700012,123.1600037,106.7230377,2.74
12/9/2011,209111400,124.5100021,126.0500031,126.3700027,124.4000015,108.3039856,2.74
12/8/2011,240862800,125.9000015,123.9499969,126.1800003,123.6500015,106.4996414,2.71
12/7/2011,237802500,125.8399963,126.7300034,127.2600021,124.9700012,108.8882523,2.71
12/6/2011,178842100,126.2099991,126.2600021,127.1100006,125.7600021,108.4844284,2.72
12/5/2011,225263900,126.8399963,126.2200012,127.1800003,125.4400024,108.4500656,2.74
12/2/2011,221109700,126.1200027,124.8600006,126.5,124.7799988,107.2815247,2.74
12/1/2011,176954800,124.8499985,124.9700012,125.6399994,124.4300003,107.3760529,2.75
11/30/2011,324439500,123.4899979,124.9899979,125.2200012,120,107.3932495,2.74
11/29/2011,199241500,120.0500031,120.0500031,121,119.6100006,103.1487045,2.76
11/28/2011,210686000,119.5400009,119.7099991,120.1800003,118.8199997,102.8565674,2.77
11/25/2011,99557000,116.3799973,116.3399963,117.6999969,116.1999969,99.96100616,2.71
11/23/2011,224329100,118.0699997,116.5599976,119.1900024,116.5599976,100.150032,2.66
11/22/2011,216494900,119.4000015,119.1900024,120.0999985,118.5199966,102.40979,2.68
11/21/2011,229611600,120.1999969,119.6600037,120.3499985,118.6500015,102.8136063,2.66
11/18/2011,215580400,122.5,121.9800034,122.75,121.4700012,104.8069839,2.67
11/17/2011,331219600,123.8499985,122.1100006,124.1600037,121.2300034,104.9186859,2.67
11/16/2011,235782500,124.8099976,124.0800018,126.3399963,123.9000015,106.6113358,2.69
11/15/2011,184709400,125.1699982,126.0800018,126.75,124.7200012,108.3297653,2.66
11/14/2011,159258300,126.1900024,125.4599991,127.4499969,124.9199982,107.7970581,2.67
11/11/2011,189924400,125.8300018,126.6600037,126.9899979,125.7900009,108.828125,2.7
11/10/2011,231866500,124.7900009,124.3199997,124.9400024,123.0199966,106.8175659,2.67
11/9/2011,337982000,124.8899994,123.1600037,125.8000031,122.8600006,105.8208694,2.66
11/8/2011,224426300,126.9199982,127.8799973,128.0200043,125.7099991,109.8763351,2.67
11/7/2011,196617200,125.3899994,126.2600021,126.3899994,124.1999969,108.4844284,2.67
11/4/2011,249401600,125.2300034,125.4800034,125.6999969,124.0100021,107.8142242,2.65
11/3/2011,291174800,125.2699966,126.25,126.5,123.5999985,108.4758377,2.64
11/2/2011,244717600,123.8300018,123.9899979,124.4000015,122.7900009,106.5340042,2.7
11/1/2011,416565800,122.0299988,122,123.5100021,121.5199966,104.8241653,2.75
10/31/2011,228146700,127.1600037,125.5,128.6199951,125.3199997,107.8314362,2.76
10/28/2011,225906500,128,128.6000061,128.8500061,127.8000031,110.4949799,2.72
10/27/2011,393220200,127.6299973,128.6300049,129.4199982,126.6100006,110.5207825,2.78
10/26/2011,289053800,124.3499985,124.3000031,124.7699966,122.2099991,106.8003693,2.83
10/25/2011,268596800,124.8899994,123.0500031,124.9499969,122.7799988,105.7263489,2.81
10/24/2011,203215600,124.1699982,125.4899979,125.8000031,124.0599976,107.8228226,2.81
10/21/2011,278999400,123.0899963,123.9700012,124.1200027,122.7200012,106.5168381,2.79
10/20/2011,262075600,121.4300003,121.6600037,122.0999985,119.8199997,104.5320358,2.77
10/19/2011,226601300,122.3799973,121.1299973,123.0800018,120.7099991,104.0766373,2.75
10/18/2011,318857900,120.1399994,122.5800018,123.5,119.1999969,105.322525,2.73
10/17/2011,202311600,121.9899979,120.2300034,122.5500031,119.9300003,103.3033905,2.7
10/14/2011,211397600,121.9100037,122.5699997,122.5999985,121.2300034,105.3139191,2.73
10/13/2011,212538800,120.0400009,120.5100021,120.8700027,119.1200027,103.5439301,2.75
10/12/2011,281544900,120.5999985,120.75,122.1399994,120.3300018,103.7501678,2.72
10/10/2011,230666300,117.6800003,119.5800018,119.6299973,117.6699982,102.7449036,2.81
10/7/2011,312657900,117.1699982,115.7099991,117.25,115.0599976,99.41970825,2.78
10/6/2011,257800800,114.3600006,116.4899979,116.6600037,113.5100021,100.0898972,2.76
10/5/2011,284108000,112.6200027,114.4199982,114.7200012,111.5800018,98.31130219,2.77
10/4/2011,459177500,108.3499985,112.3399963,112.5800018,107.4300003,96.52414703,2.75
10/3/2011,365136800,112.4899979,109.9300003,113.9499969,109.8099976,94.45345306,2.79
9/30/2011,288392300,114.4499969,113.1500015,115.4499969,113.0699997,97.22013092,2.85
9/29/2011,298108900,117.0500031,116.0500031,117.6299973,113.9300003,99.71183777,2.84
9/28/2011,286696800,117.7799988,115.1399994,118.4899979,114.9700012,98.92993927,2.89
9/27/2011,311753900,118.5299988,117.5400009,119.5599976,116.8399963,100.9920883,2.9
9/26/2011,260673700,114.6100006,116.2399979,116.4000015,112.9800034,99.87509918,2.91
9/23/2011,307242500,112.1100006,113.5400009,114.1600037,112.0199966,97.55519867,2.87
9/22/2011,513911300,113.25,112.8600006,114.2099991,111.3000031,96.97094727,2.85
9/21/2011,316251300,120.2300034,116.6299973,120.5999985,116.4400024,100.2101974,2.87
9/20/2011,218932200,120.8199997,120.1699982,121.9899979,120.0100021,103.2518234,2.84
9/19/2011,241517000,119.5299988,120.3099976,120.9300003,118.7200012,103.3721008,2.82
9/16/2011,284528300,121.2900009,121.5199966,121.9700012,120.3199997,104.4117508,2.83
9/15/2011,326777200,120.6500015,121.4300003,121.4700012,119.4000015,103.7974243,2.83
9/14/2011,319389500,118.3399963,119.3700027,120.8000031,116.7200012,102.0365677,2.73
9/13/2011,272514700,117.0500031,117.7399979,118.1800003,116.2200012,100.6432343,2.78
9/12/2011,305793500,114.4700012,116.6699982,116.7600021,114.0500031,99.72862244,2.81
9/9/2011,380195100,117.6800003,115.9199982,119.0599976,115.2799988,99.08750916,2.82
9/8/2011,250568200,119.5699997,119.0400009,120.9400024,118.7699966,101.7544632,2.77
9/7/2011,209803200,118.7600021,120.2900009,120.3399963,118.3600006,102.8229599,2.79
9/2/2011,255517200,118.4199982,117.8499985,120.8700027,117.4300003,100.7372665,2.76
9/1/2011,254585900,122.2900009,120.9400024,123.4000015,120.7799988,103.3785706,2.75
8/31/2011,301828400,122.4599991,122.2200012,123.5100021,121.3000031,104.4726944,2.79
8/30/2011,241315700,120.8300018,121.6800003,122.4300003,119.2600021,104.0111084,2.77
8/29/2011,190977200,119.5599976,121.3600006,121.4300003,118.0599976,103.737587,2.73
8/26/2011,314495900,115.6900024,117.9700012,118.5100021,113.8499985,100.8398132,2.74
8/25/2011,312365400,118.7300034,116.2799988,119.4000015,115.8700027,99.39522552,2.76
8/24/2011,246869700,116.1900024,118.0800018,118.2399979,115.9199982,100.9338531,2.79
8/23/2011,331136600,113.1500015,116.4400024,116.5699997,112.5800018,99.53202057,2.73
8/22/2011,275090600,115.1699982,112.7300034,115.2300034,112.4100037,96.3607254,2.75
8/19/2011,428281300,112.9599991,112.6399994,115.8799973,112.5,96.28379059,2.69
8/18/2011,512956300,116.5,114.5100021,119.7099991,113.3899994,97.8822403,2.72
8/17/2011,238201100,120.25,119.6699982,121.1999969,118.7200012,102.2929916,2.71
8/16/2011,294095200,119.4700012,119.5899963,120.6900024,118.3099976,102.2245789,2.75
8/15/2011,258810600,119.1900024,120.6200027,120.7399979,119,103.1050339,2.65
8/11/2011,487979700,113.2600021,117.3300018,118.9199982,112.3199997,100.2927551,2.74
8/10/2011,662607400,115.2600021,112.2900009,116.2799988,111.9499969,95.98460388,2.71
8/9/2011,717828700,114.0699997,117.4800034,117.6399994,110.2699966,100.42099,2.72
8/8/2011,702263900,116.9100037,112.2600021,120.1200027,112.0199966,95.95896912,2.74
8/5/2011,655619200,121.7600021,120.0800018,122.0699997,116.8600006,102.6434479,2.72
8/4/2011,520721800,124.4199982,120.2600021,124.6200027,120.0599976,102.7973251,2.81
8/3/2011,370830800,125.6600037,126.1699982,126.3099976,123.5299988,107.8491287,2.85
8/2/2011,346653800,127.8099976,125.4899979,128.5,125.4899979,107.2678604,2.83
8/1/2011,325790900,130.8399963,128.7799988,130.9600067,127.5299988,110.0801697,2.68
7/29/2011,307038400,128.9100037,129.3300018,130.5500031,127.9700012,110.5502548,2.68
7/28/2011,207939900,130.6000061,130.2200012,131.7700043,130.0099945,111.3110199,2.59
7/27/2011,249020100,132.5899963,130.6000061,132.6300049,130.4299927,111.6358643,2.63
7/26/2011,131278200,133.7400055,133.3300018,133.9600067,133.0299988,113.969429,2.61
7/25/2011,136653800,133.3000031,133.8300018,134.4900055,133.1600037,114.3968353,2.53
7/22/2011,126019400,134.5200043,134.5800018,134.7200012,133.7599945,115.037941,2.54
7/21/2011,245246300,133.3999939,134.4900055,134.8200073,132.6699982,114.9609985,2.46
7/20/2011,137145400,133.0700073,132.6499939,133.1499939,132.4199982,113.3881836,2.44
7/19/2011,166554900,131.3399963,132.7299957,132.8899994,131.3099976,113.4565353,2.36
7/18/2011,196872100,131.0800018,130.6100006,131.2799988,129.6300049,111.6444244,2.32
7/15/2011,220012800,131.6600037,131.6900024,131.8699951,130.7700043,112.5675659,2.36
7/13/2011,204062600,132.0899963,131.8399963,133.2200012,131.5200043,112.6957779,2.4
7/12/2011,214675700,131.6900024,131.3999939,132.7799988,131.3600006,112.3196869,2.32
7/11/2011,195918600,132.75,131.9700012,133.1799927,131.6600037,112.8069382,2.31
7/8/2011,194100500,133.8300018,134.3999939,135.3600006,133.3899994,114.8840561,2.36
7/7/2011,170464200,135.1600037,135.3600006,135.6999969,134.8800049,115.7046585,2.38
7/6/2011,143331600,133.4900055,133.9700012,134.1399994,133.1100006,114.5165329,2.39
7/5/2011,165936000,133.7799988,133.8099976,134.0800018,133.3899994,114.3797379,2.34
7/1/2011,202385700,132.0899963,133.9199982,134.1000061,131.7799988,114.4737854,2.39
6/30/2011,223322700,131.1399994,131.9700012,132.1799927,130.7100067,112.8069382,2.25
6/28/2011,165556300,128.4499969,129.6100006,129.6300049,128.2700043,110.7895966,2.21
6/27/2011,168904700,126.8899994,127.9400024,128.4299927,126.6399994,109.3621216,2.26
6/24/2011,226129300,128.2700043,126.8099976,128.3699951,126.6200027,108.3961945,2.19
6/23/2011,334286500,127.1600037,128.3000031,128.6399994,126.1900024,109.669838,2.2
6/22/2011,176703000,129.0500031,128.6699982,129.8099976,128.5899963,109.9860992,2.2
6/21/2011,193157300,128.3600006,129.4499969,129.6999969,127.75,110.6528244,2.33
6/20/2011,159479000,126.6200027,127.6999969,127.9700012,126.5800018,109.156929,2.29
6/17/2011,233284900,127.9300003,127.0500031,127.9400024,126.6200027,108.6013565,2.32
6/16/2011,308032800,127.0599976,127.3000031,127.9700012,126.3199997,108.2782288,2.29
6/15/2011,300958000,128.2400055,127.0199966,129.3000031,126.6800003,108.040062,2.32
6/14/2011,160570400,128.8699951,129.3200073,129.7700043,128.8200073,109.9964142,2.35
6/13/2011,207599800,127.8899994,127.6999969,128.2400055,127.0500031,108.6184464,2.27
6/10/2011,238629400,128.8500061,127.5999985,128.9299927,127.2600021,108.5334091,2.22
6/9/2011,160964400,128.7700043,129.3999939,129.9299927,128.4600067,110.0644379,2.24
6/8/2011,198696400,128.7599945,128.4199982,129.1900024,128.1799927,109.2308578,2.2
6/7/2011,161660500,129.6999969,128.9600067,130.0700073,128.8500061,109.6902008,2.16
6/6/2011,179951200,130.0899963,129.0399933,130.3600006,128.8699951,109.7582474,2.13
6/3/2011,234690200,130.1499939,130.4199982,131.4199982,130.0800018,110.9320297,2.14
6/2/2011,200466800,131.9600067,131.7299957,132.2400055,130.9600067,112.0462799,2.22
6/1/2011,233094300,134.5099945,131.8699951,134.9199982,131.7599945,112.1653519,2.14
5/31/2011,164731200,134.7700043,134.8999939,134.9199982,133.8399963,114.7425995,2.09
5/27/2011,120921900,133.3699951,133.5099945,133.8699951,132.9600067,113.5603104,2.07
5/25/2011,151050100,131.4199982,132.3899994,132.9400024,131.3800049,112.6076584,2.06
5/24/2011,147199600,132.4400024,131.9499969,132.7299957,131.6999969,112.2334137,2.05
5/23/2011,168700000,131.9799957,132.0599976,132.7200012,131.5899963,112.3269653,2.03
5/20/2011,182594900,134.3300018,133.6100006,134.6799927,133.3600006,113.6453781,2.09
5/19/2011,119489500,134.8000031,134.6799927,135.0299988,133.9400024,114.555481,2.09
5/18/2011,135217900,133.2400055,134.3600006,134.5,132.9499969,114.2833252,2.12
5/17/2011,192686200,132.6900024,133.1699982,133.3500061,132.1199951,113.2711105,2.11
5/16/2011,141675400,133.5599976,133.1900024,134.6100006,132.9700012,113.2881088,2.08
5/13/2011,157444900,135.1499939,134.0399933,135.3399963,133.5599976,114.011116,2.11
5/12/2011,171550700,134.0800018,135.0800018,135.3600006,133.3899994,114.8957138,2.1
5/11/2011,193564200,135.6699982,134.4400024,135.6900024,133.8200073,114.3513336,2.17
5/10/2011,114806900,135.1699982,135.8699951,136.1100006,135,115.567627,2.11
5/9/2011,114104500,134.1900024,134.7200012,135.1100006,133.9799957,114.5894852,2.12
5/6/2011,222787200,134.9400024,134.1999969,135.6300049,133.6799927,114.1472092,2.18
5/5/2011,226900000,134.0800018,133.6100006,134.9499969,133.0200043,113.6453781,2.25
